experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.thisTrial,instructions_key.keys,instructions_key.rt,rt,score,response_number,block_number,time,interval,date,frameRate,expName,session,participant,
,,,,,space,1.67334604263,,,,,,,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.55392718315,1,1,1,10.5249919891,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.24663901329,2,2,1,16.7716529369,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.21501588821,3,3,1,22.9848999977,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,4.87534809113,3,4,1,27.8619999886,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.02907085419,4,5,1,32.8893668652,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.96481013298,5,6,1,39.8542339802,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.12812685966,6,7,1,45.9839708805,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.64710617065,7,8,1,51.6295518875,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.77899193764,8,9,1,57.4084048271,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.96487188339,9,10,1,64.3732829094,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.49837708473,10,11,1,70.8705859184,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.54434895515,11,12,1,77.4177470207,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.07916998863,12,13,1,82.4953029156,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.27642703056,13,14,1,87.7731230259,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.7805891037,14,15,1,93.5522060394,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.34520888329,15,16,1,99.8990368843,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,8.43632698059,16,17,1,108.333784819,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.0295920372,17,18,1,114.363149881,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,7.7649409771,18,19,1,122.129840851,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,7.83349204063,19,20,1,129.963506937,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.06228709221,20,21,1,135.023978949,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.69571304321,21,22,1,140.719463825,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.5432779789,22,23,1,146.264663935,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,4.6430478096,22,24,1,150.907735825,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,4.94578719139,22,25,1,155.85183382,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,7.02990889549,23,26,1,162.883436918,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.64746499062,24,27,1,169.530929804,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.51564693451,25,28,1,176.044986963,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.72897815704,26,29,1,181.773641825,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,6.01278781891,27,30,1,187.786612034,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.72887706757,28,31,1,193.515444994,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.96263599396,29,32,1,199.477996826,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,3.95831298828,29,33,1,203.436432838,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
0,0,0,0,None,,,5.15943908691,30,34,1,208.59760499,5,2016_Mar_14_1244,59.8651775201,DRL_task,002,FB,
