experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,instructions_key.keys,instructions_key.rt,rt,score,response_number,block_number,time,interval,response.keys,response.rt,break_key.keys,break_key.rt,closing_key.keys,closing_key.rt,date,frameRate,expName,session,participant,
,,,,space,9.39610004425,,,,,,,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,38.4630360603,1,1,1,49.2989330292,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,19.2200620174,2,2,1,68.519094944,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,13.5961940289,3,3,1,82.1168529987,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,13.0471720695,4,4,1,95.1639819145,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,3.70542001724,4,5,1,98.8678369522,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,13.9132158756,5,6,1,112.782418966,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.64267897606,6,7,1,120.423223972,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.00735592842,7,8,1,127.431004047,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.8405611515,8,9,1,134.27158308,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,4.62152886391,8,10,1,138.893307924,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,9.54196619987,9,11,1,148.436732054,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,10.1956808567,10,12,1,158.630599976,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.75687909126,11,13,1,165.404011965,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.00640583038,12,14,1,171.394181013,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.1715362072,13,15,1,177.567224979,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.89176893234,14,16,1,185.458699942,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,4.85657000542,14,17,1,190.31408,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,9.96041107178,15,18,1,200.274296999,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,11.028637886,16,19,1,211.302645922,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,10.292263031,17,20,1,221.596853018,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,8.6259200573,18,21,1,230.222033978,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.79067897797,19,22,1,236.01198411,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.7072520256,20,23,1,242.719136,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.03807902336,21,24,1,248.758387089,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.02350592613,22,25,1,253.780715942,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,3.7037320137,22,26,1,257.484247923,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.32232999802,23,27,1,262.806724072,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,8.64279794693,24,28,1,271.44908905,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.54019999504,25,29,1,277.989380121,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.30649995804,26,30,1,284.296013117,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.1057240963,27,31,1,291.403548002,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,0.216943979263,27,32,1,291.620512009,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,8.75919604301,28,33,1,300.379853964,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.05873703957,29,34,1,307.437153101,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.49044179916,30,35,1,313.927166939,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.15560698509,31,36,1,319.082648039,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,4.0358850956,31,37,1,323.120505095,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.52611994743,32,38,1,330.64479804,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.29112696648,33,39,1,337.935755014,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.5387430191,34,40,1,343.474939108,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,4.20447802544,34,41,1,347.679317951,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.97507810593,35,42,1,355.654006004,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,9.89386606216,36,43,1,365.547914982,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.47425198555,37,44,1,373.022906065,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.84034585953,38,45,1,380.864500046,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.64183306694,39,46,1,387.504519939,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,8.14185595512,40,47,1,395.663145065,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.64043903351,41,48,1,402.28696394,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.35567998886,42,49,1,407.642344952,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.80612897873,43,50,1,413.448511124,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,4.17074298859,43,51,1,417.619586945,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,4.60485315323,43,52,1,422.224581003,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,13.3640639782,44,53,1,435.588434935,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,12.3798220158,45,54,1,447.968151093,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,9.29334688187,46,55,1,457.26138401,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,9.7267510891,47,56,1,466.988445997,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,8.52518391609,48,57,1,475.513891935,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.60716509819,49,58,1,482.120728016,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.37262988091,50,59,1,487.49299407,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.35409712791,51,60,1,492.858978033,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.373254776,52,61,1,499.222281933,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.1737651825,53,62,1,504.394201994,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.30583882332,54,63,1,511.701976061,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.47452807426,55,64,1,519.176606894,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.47454214096,56,65,1,525.650060892,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.10692596436,57,66,1,531.756453037,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.79042696953,58,67,1,538.546924114,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.04040002823,59,68,1,545.587642908,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,6.73937702179,60,69,1,552.327941895,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,8.22676301003,61,70,1,560.553392887,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,7.08949685097,62,71,1,567.64399004,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,8.92576098442,63,72,1,576.570250034,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.27251601219,64,73,1,581.858926058,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,5.52388811111,65,74,1,587.364762068,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,4.92181587219,65,75,1,592.286850929,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,10.2924501896,66,76,1,602.581039906,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
0,0,0,0,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[38.46303606033325, 57.68309807777405, 71.27929210662842, 84.32646417617798, 88.03188419342041, 101.94510006904602, 109.58777904510498, 116.595134973526, 123.43569612503052, 128.05722498893738, 137.59919118881226, 147.79487204551697, 154.55175113677979, 160.5581569671631, 166.72969317436218, 174.6214621067047, 179.47803211212158, 189.43844318389893, 200.4670810699463, 210.75934410095215, 219.3852641582489, 225.1759431362152, 231.88319516181946, 237.92127418518066, 242.94478011131287, 246.64851212501526, 251.97084212303162, 260.61364006996155, 267.15384006500244, 273.46034002304077, 280.566064119339, 280.7830080986023, 289.5422041416168, 296.60094118118286, 303.0913829803467, 308.24698996543884, 312.28287506103516, 319.8089950084686, 327.10012197494507, 332.6388649940491, 336.8433430194855, 344.818421125412, 354.7122871875763, 362.1865391731262, 370.0268850326538, 376.6687180995941, 384.810574054718, 391.4510130882263, 396.8066930770874, 402.61282205581665, 406.7835650444031, 411.38841819763184, 424.752482175827, 437.13230419158936, 446.4256510734558, 456.1524021625519, 464.6775860786438, 471.2847511768341, 476.65738105773926, 482.0114781856537, 488.38473296165466, 493.5584981441498, 500.86433696746826, 508.3388650417328, 514.8134071826935, 520.920333147049, 527.7107601165771, 534.7511601448059, 541.4905371665955, 549.7173001766205, 556.8067970275879, 565.7325580120087, 571.0050740242004, 576.5289621353149, 581.4507780075073, 591.7432281970978]",space,30.2501151562,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,8.69587206841,67,1,2,651.08187294,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,7.19050002098,68,2,2,658.289396048,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.64072585106,69,3,2,664.913197994,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.62236714363,70,4,2,670.535782099,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.1571199894,71,5,2,675.691127062,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.92274093628,72,6,2,681.613862991,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.2373290062,73,7,2,686.852920055,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,4.27300000191,73,8,2,691.123912096,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,7.58963394165,74,9,2,698.714832067,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,8.49210596085,75,10,2,707.207703114,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,7.49136614799,76,11,2,714.698707104,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.52511096001,77,12,2,721.222377062,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.93960499763,78,13,2,727.195223093,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.42219209671,79,14,2,732.583766937,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.00636696815,80,15,2,738.590343952,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.37180089951,81,16,2,744.963892937,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,8.79243707657,82,17,2,753.756660938,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.97296905518,83,18,2,759.729511976,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.35727381706,84,19,2,765.085282087,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,4.77114915848,84,20,2,769.856864929,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,8.84187698364,85,21,2,778.699458122,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,11.0946249962,86,22,2,789.794493914,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.59029483795,87,23,2,796.384818077,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.87412619591,88,24,2,803.258568048,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.12305593491,89,25,2,809.381565094,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,8.22673606873,90,26,2,817.606856108,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.80604600906,91,27,2,823.412996054,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.33759880066,92,28,2,828.752001047,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.59140110016,93,29,2,835.342061996,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,7.72525405884,94,30,2,843.067233086,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.99026703835,95,31,2,850.057887077,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.72256398201,96,32,2,856.781461954,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,10.6778669357,97,33,2,867.459297895,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,7.00743603706,98,34,2,874.466815948,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.79077601433,99,35,2,880.256304026,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.23738503456,100,36,2,885.494952917,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.541492939,101,37,2,892.035149097,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,4.16981101036,101,38,2,896.20646596,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,9.50998091698,102,39,2,905.716164112,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,9.07771611214,103,40,2,914.79250598,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,8.47595381737,104,41,2,923.268059969,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.87355303764,105,42,2,930.14191699,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.90704703331,106,43,2,937.049192905,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.32290005684,107,44,2,942.405030966,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.32290005684,108,45,2,948.694789886,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,8.29202580452,109,46,2,956.98705411,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.98934102058,110,47,2,963.977556944,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,7.17539215088,111,48,2,971.151809931,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,6.74944591522,112,49,2,977.908832073,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.91361403465,113,50,2,983.815223932,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.58955192566,114,51,2,989.404541016,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
1,0,1,0,,,5.62132811546,115,52,2,995.026901007,5,,,,,,,2017_Jul_06_1508,59.9613724641,DRL_task,1,101,
