trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,response,response_time,ISI,interval,time,block_number,trial_number,score,correct,response.keys,response.rt,date,frameRate,expName,session,participant,
17,0,17,0,,,,,,,,,,"['left', 'right']","[0.7360548973083496, 2.3555800914764404]",2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
18,0,18,0,left,0.30134677887,1.36699560777,3,86.1760020256,1,19,17,False,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
18,0,18,0,,,,,,,,,,['left'],[0.3013467788696289],2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
19,0,19,0,left,0.0674340724945,1.11386127028,2,91.5541400909,1,20,18,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
19,0,19,0,,,,,,,,,,['left'],[0.06743407249450684],2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
20,0,20,0,nan,nan,0.78962760152,2,95.679693222,1,21,18,False,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
20,0,20,0,,,,,,,,,,[nan],[nan],2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
21,0,21,0,left,0.333163976669,0.722597400753,3,99.4877171516,1,22,19,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
21,0,21,0,right,1.87173986435,0.722597400753,3,99.4877171516,1,22,19,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
21,0,21,0,,,,,,,,,,"['left', 'right']","[0.3331639766693115, 1.8717398643493652]",2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
22,0,22,0,left,0.367927074432,0.862979729153,2,104.231074095,1,23,20,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
22,0,22,0,,,,,,,,,,['left'],[0.36792707443237305],2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
23,0,23,0,left,1.32046198845,1.48067815007,2,108.105967999,1,24,21,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
23,0,23,0,,,,,,,,,,['left'],[1.3204619884490967],2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
24,0,24,0,left,1.42125606537,1.20612092085,2,112.598920107,1,25,22,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
24,0,24,0,,,,,,,,,,['left'],[1.4212560653686523],2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
25,0,25,0,right,0.468212127686,0.533210580079,2,116.824617147,1,26,22,False,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
25,0,25,0,left,1.10284519196,0.533210580079,2,116.824617147,1,26,22,False,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
25,0,25,0,right,1.37184810638,0.533210580079,2,116.824617147,1,26,22,False,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
25,0,25,0,,,,,,,,,,"['right', 'left', 'right']","[0.4682121276855469, 1.1028451919555664, 1.3718481063842773]",2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
26,0,26,0,right,2.25495004654,0.517170940634,3,120.365117073,1,27,23,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
26,0,26,0,,,,,,,,,,['right'],[2.2549500465393066],2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
27,0,27,0,left,0.350862026215,0.568030002973,3,124.891678095,1,28,24,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
27,0,27,0,right,1.88846588135,0.568030002973,3,124.891678095,1,28,24,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
27,0,27,0,,,,,,,,,,"['left', 'right']","[0.3508620262145996, 1.8884658813476562]",2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
28,0,28,0,left,1.90594601631,0.523461970968,2,129.468280077,1,29,25,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
28,0,28,0,,,,,,,,,,['left'],[1.9059460163116455],2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
29,0,29,0,left,0.234816074371,1.33606900761,2,133.009162188,1,30,26,True,,,2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
29,0,29,0,,,,,,,,,,['left'],[0.2348160743713379],2016_Mar_15_1450,59.6979168446,switch_task,001,FB,
