trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,response,response_time,ISI,interval,time,block_number,trial_number,score,correct,response.keys,response.rt,date,frameRate,expName,session,participant,
16,0,16,0,,,,,,,,,,"['left', 'right']","[0.31944704055786133, 2.187849998474121]",2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
17,0,17,0,left,0.453320026398,0.774336538889,3,80.980312109,1,18,15,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
17,0,17,0,right,2.67285895348,0.774336538889,3,80.980312109,1,18,15,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
17,0,17,0,,,,,,,,,,"['left', 'right']","[0.4533200263977051, 2.672858953475952]",2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
18,0,18,0,left,0.367861032486,0.743796293691,2,85.7735459805,1,19,16,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
18,0,18,0,,,,,,,,,,['left'],[0.3678610324859619],2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
19,0,19,0,left,0.367115020752,0.828590930366,2,89.5319280624,1,20,17,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
19,0,19,0,,,,,,,,,,['left'],[0.3671150207519531],2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
20,0,20,0,left,0.370126008987,0.652793093383,2,93.3733241558,1,21,18,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
20,0,20,0,,,,,,,,,,['left'],[0.37012600898742676],2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
21,0,21,0,left,0.286499023438,0.996607092483,3,97.0311779976,1,22,19,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
21,0,21,0,right,2.04013895988,0.996607092483,3,97.0311779976,1,22,19,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
21,0,21,0,,,,,,,,,,"['left', 'right']","[0.2864990234375, 2.0401389598846436]",2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
22,0,22,0,left,0.333987951279,1.03833281525,3,102.041854143,1,23,20,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
22,0,22,0,right,2.55589795113,1.03833281525,3,102.041854143,1,23,20,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
22,0,22,0,,,,,,,,,,"['left', 'right']","[0.3339879512786865, 2.5558979511260986]",2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
23,0,23,0,left,0.334393978119,0.920327168186,3,107.084513187,1,24,21,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
23,0,23,0,right,2.28930902481,0.920327168186,3,107.084513187,1,24,21,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
23,0,23,0,,,,,,,,,,"['left', 'right']","[0.3343939781188965, 2.289309024810791]",2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
24,0,24,0,left,0.301411151886,1.41946939181,3,112.012988091,1,25,22,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
24,0,24,0,right,2.08887720108,1.41946939181,3,112.012988091,1,25,22,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
24,0,24,0,,,,,,,,,,"['left', 'right']","[0.30141115188598633, 2.0888772010803223]",2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
25,0,25,0,left,0.301192045212,0.716848657937,2,117.441339016,1,26,23,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
25,0,25,0,,,,,,,,,,['left'],[0.301192045211792],2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
26,0,26,0,left,0.383856773376,0.511773126573,3,121.165508986,1,27,24,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
26,0,26,0,right,2.15550994873,0.511773126573,3,121.165508986,1,27,24,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
26,0,26,0,,,,,,,,,,"['left', 'right']","[0.38385677337646484, 2.1555099487304688]",2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
27,0,27,0,left,0.319639205933,0.515928949743,3,125.692351103,1,28,25,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
27,0,27,0,right,2.3908290863,0.515928949743,3,125.692351103,1,28,25,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
27,0,27,0,,,,,,,,,,"['left', 'right']","[0.3196392059326172, 2.390829086303711]",2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
28,0,28,0,left,0.317836999893,0.882582907817,3,130.218566179,1,29,26,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
28,0,28,0,right,2.20697808266,0.882582907817,3,130.218566179,1,29,26,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
28,0,28,0,,,,,,,,,,"['left', 'right']","[0.3178369998931885, 2.2069780826568604]",2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
29,0,29,0,left,0.217156887054,0.992332571012,2,135.111957073,1,30,27,True,,,2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
29,0,29,0,,,,,,,,,,['left'],[0.21715688705444336],2016_Mar_15_1445,59.9014283042,switch_task,001,DMF,
