trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,Fixed_Interval_Loop.thisRepN,Fixed_Interval_Loop.thisTrialN,Fixed_Interval_Loop.thisN,Fixed_Interval_Loop.thisIndex,Peak_Interval_Loop.thisRepN,Peak_Interval_Loop.thisTrialN,Peak_Interval_Loop.thisN,Peak_Interval_Loop.thisIndex,feedback_Loop.thisRepN,feedback_Loop.thisTrialN,feedback_Loop.thisN,feedback_Loop.thisIndex,Break_Loop.thisRepN,Break_Loop.thisTrialN,Break_Loop.thisN,Break_Loop.thisIndex,instructions_key.keys,instructions_key.rt,fixed_response.keys,fixed_response.rt,trial_number,is_fi_trial,is_pi_trial,response_time,score,total_score,reward,cost,peak_response.keys,peak_response.rt,date,frameRate,expName,session,participant,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,4,1,False,2.46782493591,0.6,3.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,4,1,False,2.63433694839,0.6,3.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,4,1,False,2.78505706787,0.6,3.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,4,1,False,2.91833114624,0.6,3.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,4,1,False,3.28630614281,0.6,3.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
3,0,3,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
3,0,3,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
4,0,4,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space']","[0.00036787986755371094, 2.5677359104156494, 2.7346999645233154, 2.919625997543335, 3.0689640045166016]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,5,1,False,0.000367879867554,0.6,3.6,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,5,1,False,2.56773591042,0.6,3.6,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,5,1,False,2.73469996452,0.6,3.6,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,5,1,False,2.91962599754,0.6,3.6,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,5,1,False,3.06896400452,0.6,3.6,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
4,0,4,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
4,0,4,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
5,0,5,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space']","[0.0002510547637939453, 3.5555360317230225]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
5,0,5,0,None,,,,,,,,,0,0,0,0,,,,,,,,,6,1,False,0.000251054763794,0.9,4.5,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
5,0,5,0,None,,,,,,,,,0,0,0,0,,,,,,,,,6,1,False,3.55553603172,0.9,4.5,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
5,0,5,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
5,0,5,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
6,0,6,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space']","[0.000247955322265625, 3.51898193359375]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
6,0,6,0,None,,,,,,,,,0,0,0,0,,,,,,,,,7,1,False,0.000247955322266,0.9,5.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
6,0,6,0,None,,,,,,,,,0,0,0,0,,,,,,,,,7,1,False,3.51898193359,0.9,5.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
6,0,6,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
6,0,6,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
7,0,7,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space']","[0.00024509429931640625, 3.5790622234344482]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,8,1,False,0.000245094299316,0.9,6.3,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,8,1,False,3.57906222343,0.9,6.3,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
7,0,7,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
7,0,7,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
8,0,8,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space']","[0.00024509429931640625, 1.3384020328521729, 1.5245110988616943, 1.691559076309204, 2.627164125442505, 3.111294984817505]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,9,1,False,0.000245094299316,0.5,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,9,1,False,1.33840203285,0.5,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,9,1,False,1.52451109886,0.5,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,9,1,False,1.69155907631,0.5,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,9,1,False,2.62716412544,0.5,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,9,1,False,3.11129498482,0.5,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
8,0,8,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
8,0,8,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.00023984909057617188, 0.07578396797180176, 0.2262740135192871, 0.3941218852996826, 2.1443819999694824, 2.3140058517456055, 2.446544885635376, 2.6140859127044678, 2.7817130088806152, 2.9315149784088135, 3.114989995956421]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,0.000239849090576,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,0.0757839679718,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,0.226274013519,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,0.3941218853,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,2.14438199997,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,2.31400585175,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,2.44654488564,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,2.6140859127,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,2.78171300888,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,2.93151497841,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,10,1,False,3.11498999596,1.11022302463e-16,6.8,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
9,0,9,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
10,0,10,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space']","[1.7924699783325195, 2.010085105895996, 2.70849609375, 2.9452121257781982, 3.0928659439086914]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,11,1,False,1.79246997833,0.6,7.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,11,1,False,2.0100851059,0.6,7.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,11,1,False,2.70849609375,0.6,7.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,11,1,False,2.94521212578,0.6,7.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,11,1,False,3.09286594391,0.6,7.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
10,0,10,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
10,0,10,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
11,0,11,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space']","[2.6492319107055664, 2.8328099250793457, 3.1007559299468994]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
11,0,11,0,None,,,,,,,,,0,0,0,0,,,,,,,,,12,1,False,2.64923191071,0.8,8.2,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
11,0,11,0,None,,,,,,,,,0,0,0,0,,,,,,,,,12,1,False,2.83280992508,0.8,8.2,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
11,0,11,0,None,,,,,,,,,0,0,0,0,,,,,,,,,12,1,False,3.10075592995,0.8,8.2,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
11,0,11,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
11,0,11,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.0002532005310058594, 0.6077160835266113, 0.7587900161743164, 0.9253389835357666, 1.0930321216583252, 1.2094621658325195, 1.4268372058868408, 1.8110220432281494, 1.9778461456298828, 2.1759390830993652, 2.7272121906280518, 2.9120640754699707, 3.681617021560669]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,0.000253200531006,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,0.607716083527,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,0.758790016174,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,0.925338983536,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,1.09303212166,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,1.20946216583,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,1.42683720589,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,1.81102204323,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,1.97784614563,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,2.1759390831,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,2.72721219063,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,2.91206407547,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,13,1,False,3.68161702156,-0.2,8.0,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
12,0,12,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
13,0,13,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.00024700164794921875, 2.347567081451416, 2.465481996536255, 2.632319927215576, 2.798456907272339, 2.982645034790039, 3.6836190223693848]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
13,0,13,0,None,,,,,,,,,0,0,0,0,,,,,,,,,14,1,False,0.000247001647949,0.4,8.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
13,0,13,0,None,,,,,,,,,0,0,0,0,,,,,,,,,14,1,False,2.34756708145,0.4,8.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
13,0,13,0,None,,,,,,,,,0,0,0,0,,,,,,,,,14,1,False,2.46548199654,0.4,8.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
13,0,13,0,None,,,,,,,,,0,0,0,0,,,,,,,,,14,1,False,2.63231992722,0.4,8.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
13,0,13,0,None,,,,,,,,,0,0,0,0,,,,,,,,,14,1,False,2.79845690727,0.4,8.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
13,0,13,0,None,,,,,,,,,0,0,0,0,,,,,,,,,14,1,False,2.98264503479,0.4,8.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
13,0,13,0,None,,,,,,,,,0,0,0,0,,,,,,,,,14,1,False,3.68361902237,0.4,8.4,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
13,0,13,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
13,0,13,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
14,0,14,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space']","[0.0002930164337158203, 1.9929540157318115, 2.1589419841766357, 2.360063076019287, 2.49281907081604, 6.08451509475708]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
14,0,14,0,None,,,,,,,,,0,0,0,0,,,,,,,,,15,1,False,0.000293016433716,0.5,8.9,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
14,0,14,0,None,,,,,,,,,0,0,0,0,,,,,,,,,15,1,False,1.99295401573,0.5,8.9,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
14,0,14,0,None,,,,,,,,,0,0,0,0,,,,,,,,,15,1,False,2.15894198418,0.5,8.9,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
14,0,14,0,None,,,,,,,,,0,0,0,0,,,,,,,,,15,1,False,2.36006307602,0.5,8.9,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
14,0,14,0,None,,,,,,,,,0,0,0,0,,,,,,,,,15,1,False,2.49281907082,0.5,8.9,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
14,0,14,0,None,,,,,,,,,0,0,0,0,,,,,,,,,15,1,False,6.08451509476,0.5,8.9,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
14,0,14,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
14,0,14,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
15,0,15,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.0002410411834716797, 2.9145679473876953, 3.0818729400634766]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
15,0,15,0,None,,,,,,,,,0,0,0,0,,,,,,,,,16,1,False,0.000241041183472,0.8,9.7,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
15,0,15,0,None,,,,,,,,,0,0,0,0,,,,,,,,,16,1,False,2.91456794739,0.8,9.7,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
15,0,15,0,None,,,,,,,,,0,0,0,0,,,,,,,,,16,1,False,3.08187294006,0.8,9.7,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
15,0,15,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
15,0,15,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
16,0,16,0,None,0,0,0,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.000247955322265625, 2.177605152130127, 2.3431780338287354, 2.510270118713379, 2.6775989532470703, 2.846112012863159, 3.180000066757202]",,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
16,0,16,0,None,,,,,,,,,0,0,0,0,,,,,,,,,17,1,False,0.000247955322266,0.4,10.1,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
16,0,16,0,None,,,,,,,,,0,0,0,0,,,,,,,,,17,1,False,2.17760515213,0.4,10.1,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
16,0,16,0,None,,,,,,,,,0,0,0,0,,,,,,,,,17,1,False,2.34317803383,0.4,10.1,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
16,0,16,0,None,,,,,,,,,0,0,0,0,,,,,,,,,17,1,False,2.51027011871,0.4,10.1,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
16,0,16,0,None,,,,,,,,,0,0,0,0,,,,,,,,,17,1,False,2.67759895325,0.4,10.1,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
16,0,16,0,None,,,,,,,,,0,0,0,0,,,,,,,,,17,1,False,2.84611201286,0.4,10.1,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
16,0,16,0,None,,,,,,,,,0,0,0,0,,,,,,,,,17,1,False,3.18000006676,0.4,10.1,1,0.1,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
16,0,16,0,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2016_May_04_1312,59.8942430582,Peak_procedure,001,FB,
